,Time (sec),Latitude (deg),Longitude (deg),Instant fuel economy (MPG),Total fuel economy (MPG),Fuel rate (gal/hr),Instant CO2 rate (lb/mile),Total CO2 (lbs),CO2 flow (lb/min),Engine RPM (RPM),Mass air flow rate (lb/min),Absolute load value (%),Mass air flow rate (lb/min).1,Engine Power (hp),Calculated load value (%),Time since engine start (sec),Ambient air temperature (°F),Intake manifold absolute pressure (inHg),Fuel system 1 status,Trip Distance (miles),Trip Fuel (gal),Trip Fuel Economy (MPG),Trip Duration (min),Ambient Temperature Sensor (°F),Blower Motor Speed Level,Compressor Speed (RPM),Compressor Target Speed (RPM),Room Temperature Sensor (°F),Engine Speed (RPM),Initial Intake Air Temperature (°F),Intake Air (°F),Hybrid battery pack remaining life (%),Traction Battery Pack Performance Retention Rate (%),Boost (psi),Acceleration (ft/s²),Vehicle Speed (MPH),Adjusted Ambient Temperature (°F),Motor Actual Current (A),Motor Power Supply Voltage (V),Battery Voltage (V),Aircon Consumption Power (kW),Battery Block Max Voltage (V),Cooling Fan 0 (%),Status of the Aircon Gate Status / OFF or ON,Battery Voltage (V).1,Status of the Engine Condition/ Stop or Run,Engine fuel rate (gal/hr),Driver's demand engine - percent torque (%),Actual engine - percent torque (%),Status of the Remote A/C Power Supply Request/ OFF or ON,Fuel injection timing (deg),Enhanced Hybrid/EV Charging State,Engine Torque (lb•ft),Set Temperature (Driver Side) (°F),Solar Sensor (Driver Side),Solar Ventilation Switch,Fuel Input (gal),Vehicle Load (%),Calculate Load (%),Total Weight Information (lbs),Timestamp,Outside Temp in C,Humidity,Wind Speed
193,201.299,34.24695,-118.5274,0.0,39.98412,0.01914748,0.0,302.1576,0.006253514,0.0,0.027783,0.0,0.0,0.2625332,0.0,204,71.6,0.0,1,1.156158,0.02769231,41.75014,3.334778,71.33,0,0,0,77.9,0.0,82.625,84.2,74.5098,0,0.0,-0.5990201,0.0,71.024,-0.03,27.048,13.652,0,16.67969,0.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,37,0,7.132645,0.0,0.0,0,1688183496.299,76.59216666666667,58.0,5.75
194,202.301,34.24696,-118.5274,0.0,39.98412,0.01914748,0.0,302.1576,0.006253514,0.0,0.027783,0.0,0.0,0.2625332,0.0,204,71.6,0.0,1,1.156158,0.02769231,41.75014,3.334778,71.33,0,0,0,77.9,0.0,82.625,84.2,74.5098,0,0.0,-0.5990201,0.0,71.024,-0.03,27.048,13.652,0,16.67969,0.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,37,0,7.132645,0.0,0.0,0,1688183497.301,76.59233333333333,58.0,5.75
195,203.298,34.24695,-118.5274,0.0,39.98412,0.01914748,0.0,302.1576,0.006253514,0.0,0.027783,0.0,0.0,0.2625332,0.0,204,71.6,0.0,1,1.156158,0.02769231,41.75014,3.334778,71.33,0,0,0,77.9,0.0,82.625,84.2,74.5098,0,0.0,-0.5990201,0.0,71.024,-0.03,27.048,13.652,0,16.67969,0.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,37,0,7.132645,0.0,0.0,0,1688183498.298,76.5925,58.0,5.75
196,204.293,34.24696,-118.5274,0.0,39.98412,0.01914748,0.0,302.1576,0.006253514,0.0,0.027783,0.0,0.0,0.2625332,0.0,204,71.6,0.0,1,1.156158,0.02769231,41.75014,3.334778,71.33,0,0,0,77.9,0.0,82.625,84.2,74.5098,0,0.0,-0.5990201,0.0,71.024,-0.03,27.048,13.652,0,16.67969,0.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,37,0,7.132645,0.0,0.0,0,1688183499.293,76.59266666666667,58.0,5.75
197,205.293,34.24695,-118.5274,0.0,39.98412,0.01914748,0.0,302.1576,0.006253514,0.0,0.027783,0.0,0.0,0.2625332,0.0,204,71.6,0.0,1,1.156158,0.02769231,41.75014,3.334778,71.33,0,0,0,77.9,0.0,82.625,84.2,74.5098,0,0.0,-0.5990201,0.0,71.024,-0.03,27.048,13.652,0,16.67969,0.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,37,0,7.132645,0.0,0.0,0,1688183500.293,76.59283333333333,58.0,5.75
198,206.297,34.24694,-118.5274,0.0,39.98412,0.01914748,0.0,302.1576,0.006253514,0.0,0.027783,0.0,0.0,0.2625332,0.0,204,71.6,0.0,1,1.156158,0.02769231,41.75014,3.334778,71.33,0,0,0,77.9,0.0,82.625,84.2,74.5098,0,0.0,-0.5990201,0.0,71.024,-0.03,27.048,13.652,0,16.67969,0.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,37,0,7.132645,0.0,0.0,0,1688183501.297,76.593,58.0,5.75
199,207.298,34.24693,-118.5274,0.0,39.98404,0.01914748,0.0,302.1582,0.006253514,0.0,0.027783,0.0,0.0,0.2625332,0.0,204,71.6,0.0,1,1.156158,0.02772375,41.70279,3.442079,70.7,0,0,0,77.9,0.0,82.625,86.0,74.5098,0,0.0,-0.2079325,0.0,70.448,-0.07,27.048,13.652,0,16.62964,0.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,37,0,7.132645,0.0,0.0,0,1688183502.298,76.59316666666666,58.0,5.75
200,208.296,34.24693,-118.5274,0.0,39.98404,0.01914748,0.0,302.1582,0.006253514,0.0,0.027783,0.0,0.0,0.2625332,0.0,204,71.6,0.0,1,1.156158,0.02772375,41.70279,3.442079,70.7,0,0,0,77.9,0.0,82.625,86.0,74.5098,0,0.0,-0.2079325,0.0,70.448,-0.07,27.048,13.652,0,16.62964,0.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,37,0,7.132645,0.0,0.0,0,1688183503.296,76.59333333333333,58.0,5.75
201,209.301,34.24694,-118.5274,0.0,39.98404,0.01914748,0.0,302.1582,0.006253514,0.0,0.027783,0.0,0.0,0.2625332,0.0,204,71.6,0.0,1,1.156158,0.02772375,41.70279,3.442079,70.7,0,0,0,77.9,0.0,82.625,86.0,74.5098,0,0.0,-0.2079325,0.0,70.448,-0.07,27.048,13.652,0,16.62964,0.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,37,0,7.132645,0.0,0.0,0,1688183504.301,76.5935,58.0,5.75
202,210.301,34.24694,-118.5274,0.0,39.98404,0.01914748,0.0,302.1582,0.006253514,0.0,0.027783,0.0,0.0,0.2625332,0.0,204,71.6,0.0,1,1.156158,0.02772375,41.70279,3.442079,70.7,0,0,0,77.9,0.0,82.625,86.0,74.5098,0,0.0,-0.2079325,0.0,70.448,-0.07,27.048,13.652,0,16.62964,0.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,37,0,7.132645,0.0,0.0,0,1688183505.301,76.59366666666666,58.0,5.75
203,211.302,34.24694,-118.5274,0.0,39.98404,0.01914748,0.0,302.1582,0.006253514,0.0,0.027783,0.0,0.0,0.2625332,0.0,204,71.6,0.0,1,1.156158,0.02772375,41.70279,3.442079,70.7,0,0,0,77.9,0.0,82.625,86.0,74.5098,0,0.0,-0.2079325,0.0,70.448,-0.07,27.048,13.652,0,16.62964,0.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,37,0,7.132645,0.0,0.0,0,1688183506.302,76.59383333333334,58.0,5.75
204,212.303,34.24694,-118.5274,0.0,39.98395,0.01914748,0.0,302.1589,0.006253514,0.0,0.027783,0.0,0.0,0.2625332,0.0,204,71.6,0.0,1,1.156158,0.02775825,41.65096,3.537161,70.7,0,0,0,77.9,0.0,82.625,86.0,74.5098,0,0.0,-9.10616e-17,0.0,70.448,0.0,27.048,13.652,0,16.58936,0.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,37,0,7.132645,0.0,0.0,0,1688183507.303,76.594,58.0,5.75
205,213.302,34.24694,-118.5274,0.0,39.98395,0.01914748,0.0,302.1589,0.006253514,0.0,0.027783,0.0,0.0,0.2625332,0.0,204,71.6,0.0,1,1.156158,0.02775825,41.65096,3.537161,70.7,0,0,0,77.9,0.0,82.625,86.0,74.5098,0,0.0,-9.10616e-17,0.0,70.448,0.0,27.048,13.652,0,16.58936,0.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,37,0,7.132645,0.0,0.0,0,1688183508.302,76.59416666666667,58.0,5.75
206,214.303,34.24694,-118.5274,0.0,39.98395,0.01914748,0.0,302.1589,0.006253514,0.0,0.027783,0.0,0.0,0.2625332,0.0,204,71.6,0.0,1,1.156158,0.02775825,41.65096,3.537161,70.7,0,0,0,77.9,0.0,82.625,86.0,74.5098,0,0.0,-9.10616e-17,0.0,70.448,0.0,27.048,13.652,0,16.58936,0.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,37,0,7.132645,0.0,0.0,0,1688183509.303,76.59433333333334,58.0,5.75
207,215.297,34.24694,-118.5274,0.0,39.98395,0.01914748,0.0,302.1589,0.006253514,0.0,0.027783,0.0,0.0,0.2625332,0.0,204,71.6,0.0,1,1.156158,0.02775825,41.65096,3.537161,70.7,0,0,0,77.9,0.0,82.625,86.0,74.5098,0,0.0,-9.10616e-17,0.0,70.448,0.0,27.048,13.652,0,16.58936,0.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,37,0,7.132645,0.0,0.0,0,1688183510.297,76.5945,58.0,5.75
208,217.297,34.24693,-118.5274,0.0,39.98395,0.01914748,0.0,302.1589,0.006253514,0.0,0.027783,0.0,0.0,0.2625332,0.0,204,71.6,0.0,1,1.156158,0.02775825,41.65096,3.537161,70.7,0,0,0,77.9,0.0,82.625,86.0,74.5098,0,0.0,-9.10616e-17,0.0,70.448,0.0,27.048,13.652,0,16.58936,0.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,37,0,7.132645,0.0,0.0,0,1688183512.297,76.59466666666667,58.0,5.75
209,218.297,34.24689,-118.5274,0.0,39.98395,0.01914748,0.0,302.1589,0.006253514,0.0,0.027783,0.0,0.0,0.2625332,0.0,204,71.6,0.0,1,1.156158,0.02775825,41.65096,3.537161,70.7,0,0,0,77.9,0.0,82.625,86.0,74.5098,0,0.0,-9.10616e-17,0.0,70.448,0.0,27.048,13.652,0,16.58936,0.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,37,0,7.132645,0.0,0.0,0,1688183513.297,76.59483333333333,58.0,5.75
210,219.3,34.24684,-118.5274,0.0,39.98388,0.01918513,0.0,302.1595,0.00626581,0.0,0.027783,0.0,0.0,0.2630494,0.0,204,69.8,0.0,1,1.156158,0.02778847,41.60566,3.641621,70.7,0,0,0,77.9,0.0,82.625,86.0,74.5098,0,0.0,-9.10616e-17,2.386065,70.448,0.33,27.048,13.652,0,15.62988,0.0,0,13.5,0,0,0,0,0,0,0,0.0,92.3,37,0,7.000559,0.0,0.0,0,1688183514.3,76.595,58.0,5.75
211,220.299,34.24678,-118.5274,0.0,39.98388,0.01918513,0.0,302.1595,0.00626581,0.0,0.027783,0.0,0.0,0.2630494,0.0,204,69.8,0.0,1,1.156158,0.02778847,41.60566,3.641621,70.7,0,0,0,77.9,0.0,82.625,86.0,74.5098,0,0.0,-9.10616e-17,2.386065,70.448,0.33,27.048,13.652,0,15.62988,0.0,0,13.5,0,0,0,0,0,0,0,0.0,92.3,37,0,7.000559,0.0,0.0,0,1688183515.299,76.59516666666667,58.0,5.75
212,221.306,34.2467,-118.5274,0.0,39.98388,0.01918513,0.0,302.1595,0.00626581,0.0,0.027783,0.0,0.0,0.2630494,0.0,204,69.8,0.0,1,1.156158,0.02778847,41.60566,3.641621,70.7,0,0,0,77.9,0.0,82.625,86.0,74.5098,0,0.0,-9.10616e-17,2.386065,70.448,0.33,27.048,13.652,0,15.62988,0.0,0,13.5,0,0,0,0,0,0,0,0.0,92.3,37,0,7.000559,0.0,0.0,0,1688183516.306,76.59533333333333,58.0,5.75
213,222.303,34.24661,-118.5274,0.0,39.98388,0.01918513,0.0,302.1595,0.00626581,0.0,0.027783,0.0,0.0,0.2630494,0.0,204,69.8,0.0,1,1.156158,0.02778847,41.60566,3.641621,70.7,0,0,0,77.9,0.0,82.625,86.0,74.5098,0,0.0,-9.10616e-17,2.386065,70.448,0.33,27.048,13.652,0,15.62988,0.0,0,13.5,0,0,0,0,0,0,0,0.0,92.3,37,0,7.000559,0.0,0.0,0,1688183517.303,76.5955,58.0,5.75
214,223.301,34.24652,-118.5274,0.0,39.98388,0.01918513,0.0,302.1595,0.00626581,0.0,0.027783,0.0,0.0,0.2630494,0.0,204,69.8,0.0,1,1.156158,0.02778847,41.60566,3.641621,70.7,0,0,0,77.9,0.0,82.625,86.0,74.5098,0,0.0,-9.10616e-17,2.386065,70.448,0.33,27.048,13.652,0,15.62988,0.0,0,13.5,0,0,0,0,0,0,0,0.0,92.3,37,0,7.000559,0.0,0.0,0,1688183518.301,76.59566666666666,58.0,5.75
215,224.303,34.24641,-118.5274,8.189404,39.97867,1.441625,2.392828,302.2089,0.4708309,1671.0,2.087694,54.5098,2.394962,19.76628,95.29412,204,69.8,0.0,2,1.176838,0.03031363,38.82208,3.732744,70.7,0,0,0,77.9,1879.5,82.625,80.6,74.5098,0,-1.450377,1.372937,21.47459,70.448,-0.16,27.048,13.574,0,15.87891,0.0,1,13.5,0,0,0,0,0,0,0,62.12733,92.3,37,0,6.868473,53.72549,90.19608,0,1688183519.303,76.59583333333333,58.0,5.75
216,225.298,34.24629,-118.5274,8.189404,39.97867,1.441625,2.392828,302.2089,0.4708309,1671.0,2.087694,54.5098,2.394962,19.76628,95.29412,204,69.8,0.0,2,1.176838,0.03031363,38.82208,3.732744,70.7,0,0,0,77.9,1879.5,82.625,80.6,74.5098,0,-1.450377,1.372937,21.47459,70.448,-0.16,27.048,13.574,0,15.87891,0.0,1,13.5,0,0,0,0,0,0,0,62.12733,92.3,37,0,6.868473,53.72549,90.19608,0,1688183520.298,76.596,58.0,5.75
217,226.292,34.24616,-118.5274,8.189404,39.97867,1.441625,2.392828,302.2089,0.4708309,1671.0,2.087694,54.5098,2.394962,19.76628,95.29412,204,69.8,0.0,2,1.176838,0.03031363,38.82208,3.732744,70.7,0,0,0,77.9,1879.5,82.625,80.6,74.5098,0,-1.450377,1.372937,21.47459,70.448,-0.16,27.048,13.574,0,15.87891,0.0,1,13.5,0,0,0,0,0,0,0,62.12733,92.3,37,0,6.868473,53.72549,90.19608,0,1688183521.292,76.59616666666666,58.0,5.75
218,227.302,34.24603,-118.5274,8.189404,39.97867,1.441625,2.392828,302.2089,0.4708309,1671.0,2.087694,54.5098,2.394962,19.76628,95.29412,204,69.8,0.0,2,1.176838,0.03031363,38.82208,3.732744,70.7,0,0,0,77.9,1879.5,82.625,80.6,74.5098,0,-1.450377,1.372937,21.47459,70.448,-0.16,27.048,13.574,0,15.87891,0.0,1,13.5,0,0,0,0,0,0,0,62.12733,92.3,37,0,6.868473,53.72549,90.19608,0,1688183522.302,76.59633333333333,58.0,5.75
219,228.299,34.24589,-118.5274,8.189404,39.97867,1.441625,2.392828,302.2089,0.4708309,1671.0,2.087694,54.5098,2.394962,19.76628,95.29412,204,69.8,0.0,2,1.176838,0.03031363,38.82208,3.732744,70.7,0,0,0,77.9,1879.5,82.625,80.6,74.5098,0,-1.450377,1.372937,21.47459,70.448,-0.16,27.048,13.574,0,15.87891,0.0,1,13.5,0,0,0,0,0,0,0,62.12733,92.3,37,0,6.868473,53.72549,90.19608,0,1688183523.299,76.59649999999999,58.0,5.75
220,229.3,34.24576,-118.5274,8.189404,39.97867,1.441625,2.392828,302.2089,0.4708309,1671.0,2.087694,54.5098,2.394962,19.76628,95.29412,204,69.8,0.0,2,1.176838,0.03031363,38.82208,3.732744,70.7,0,0,0,77.9,1879.5,82.625,80.6,74.5098,0,-1.450377,1.372937,21.47459,70.448,-0.16,27.048,13.574,0,15.87891,0.0,1,13.5,0,0,0,0,0,0,0,62.12733,92.3,37,0,6.868473,53.72549,90.19608,0,1688183524.3,76.59666666666666,58.0,5.75
221,230.296,34.24563,-118.5274,14.43954,39.97388,1.893436,1.357096,302.2655,0.6183909,2276.5,2.829897,54.11765,3.187788,25.96111,89.01961,204,69.8,30.35682,2,1.218455,0.03320173,36.69852,3.829569,70.7,0,0,0,77.9,1253.0,82.625,78.8,74.5098,0,-1.740453,3.451817,33.40491,70.448,0.19,27.048,13.574,0,16.50879,40.5,1,13.5,0,0,0,0,0,0,0,59.89487,92.3,38,0,7.396817,10.58823,34.5098,0,1688183525.296,76.59683333333334,58.0,5.75
222,231.303,34.24549,-118.5274,14.43954,39.97388,1.893436,1.357096,302.2655,0.6183909,2276.5,2.829897,54.11765,3.187788,25.96111,89.01961,204,69.8,30.35682,2,1.218455,0.03320173,36.69852,3.829569,70.7,0,0,0,77.9,1253.0,82.625,78.8,74.5098,0,-1.740453,3.451817,33.40491,70.448,0.19,27.048,13.574,0,16.50879,40.5,1,13.5,0,0,0,0,0,0,0,59.89487,92.3,38,0,7.396817,10.58823,34.5098,0,1688183526.303,76.597,58.0,5.75
223,232.303,34.24537,-118.5274,14.43954,39.97388,1.893436,1.357096,302.2655,0.6183909,2276.5,2.829897,54.11765,3.187788,25.96111,89.01961,204,69.8,30.35682,2,1.218455,0.03320173,36.69852,3.829569,70.7,0,0,0,77.9,1253.0,82.625,78.8,74.5098,0,-1.740453,3.451817,33.40491,70.448,0.19,27.048,13.574,0,16.50879,40.5,1,13.5,0,0,0,0,0,0,0,59.89487,92.3,38,0,7.396817,10.58823,34.5098,0,1688183527.303,76.59716666666667,58.0,5.75
224,233.302,34.24524,-118.5274,14.43954,39.97388,1.893436,1.357096,302.2655,0.6183909,2276.5,2.829897,54.11765,3.187788,25.96111,89.01961,204,69.8,30.35682,2,1.218455,0.03320173,36.69852,3.829569,70.7,0,0,0,77.9,1253.0,82.625,78.8,74.5098,0,-1.740453,3.451817,33.40491,70.448,0.19,27.048,13.574,0,16.50879,40.5,1,13.5,0,0,0,0,0,0,0,59.89487,92.3,38,0,7.396817,10.58823,34.5098,0,1688183528.302,76.59733333333332,58.0,5.75
225,234.302,34.24512,-118.5274,14.43954,39.97388,1.893436,1.357096,302.2655,0.6183909,2276.5,2.829897,54.11765,3.187788,25.96111,89.01961,204,69.8,30.35682,2,1.218455,0.03320173,36.69852,3.829569,70.7,0,0,0,77.9,1253.0,82.625,78.8,74.5098,0,-1.740453,3.451817,33.40491,70.448,0.19,27.048,13.574,0,16.50879,40.5,1,13.5,0,0,0,0,0,0,0,59.89487,92.3,38,0,7.396817,10.58823,34.5098,0,1688183529.302,76.5975,58.0,5.75
226,235.299,34.24501,-118.5274,14.43954,39.97388,1.893436,1.357096,302.2655,0.6183909,2276.5,2.829897,54.11765,3.187788,25.96111,89.01961,204,69.8,30.35682,2,1.218455,0.03320173,36.69852,3.829569,70.7,0,0,0,77.9,1253.0,82.625,78.8,74.5098,0,-1.740453,3.451817,33.40491,70.448,0.19,27.048,13.574,0,16.50879,40.5,1,13.5,0,0,0,0,0,0,0,59.89487,92.3,38,0,7.396817,10.58823,34.5098,0,1688183530.299,76.59766666666667,58.0,5.75
227,236.304,34.24491,-118.5274,146.0073,39.97635,0.2212992,0.1342113,302.2725,0.0722757,1166.25,0.33075,11.76471,0.4803243,3.034257,34.5098,204,69.8,2.60432,2,1.270694,0.03355685,37.86691,3.924677,70.7,0,0,0,77.9,1125.75,82.625,82.4,74.5098,0,-10.44272,2.705199,29.42814,70.448,-0.09,27.048,13.593,0,18.58887,40.5,1,13.5,0,0,0,0,0,0,0,13.66453,92.3,38,0,7.528903,12.15686,36.07843,0,1688183531.304,76.59783333333333,58.0,5.75
228,237.302,34.24483,-118.5274,146.0073,39.97635,0.2212992,0.1342113,302.2725,0.0722757,1166.25,0.33075,11.76471,0.4803243,3.034257,34.5098,204,69.8,2.60432,2,1.270694,0.03355685,37.86691,3.924677,70.7,0,0,0,77.9,1125.75,82.625,82.4,74.5098,0,-10.44272,2.705199,29.42814,70.448,-0.09,27.048,13.593,0,18.58887,40.5,1,13.5,0,0,0,0,0,0,0,13.66453,92.3,38,0,7.528903,12.15686,36.07843,0,1688183532.302,76.598,58.0,5.75
229,238.301,34.24476,-118.5274,146.0073,39.97635,0.2212992,0.1342113,302.2725,0.0722757,1166.25,0.33075,11.76471,0.4803243,3.034257,34.5098,204,69.8,2.60432,2,1.270694,0.03355685,37.86691,3.924677,70.7,0,0,0,77.9,1125.75,82.625,82.4,74.5098,0,-10.44272,2.705199,29.42814,70.448,-0.09,27.048,13.593,0,18.58887,40.5,1,13.5,0,0,0,0,0,0,0,13.66453,92.3,38,0,7.528903,12.15686,36.07843,0,1688183533.301,76.59816666666666,58.0,5.75
230,239.302,34.24471,-118.5274,146.0073,39.97635,0.2212992,0.1342113,302.2725,0.0722757,1166.25,0.33075,11.76471,0.4803243,3.034257,34.5098,204,69.8,2.60432,2,1.270694,0.03355685,37.86691,3.924677,70.7,0,0,0,77.9,1125.75,82.625,82.4,74.5098,0,-10.44272,2.705199,29.42814,70.448,-0.09,27.048,13.593,0,18.58887,40.5,1,13.5,0,0,0,0,0,0,0,13.66453,92.3,38,0,7.528903,12.15686,36.07843,0,1688183534.302,76.59833333333333,58.0,5.75
231,240.304,34.24467,-118.5274,146.0073,39.97635,0.2212992,0.1342113,302.2725,0.0722757,1166.25,0.33075,11.76471,0.4803243,3.034257,34.5098,204,69.8,2.60432,2,1.270694,0.03355685,37.86691,3.924677,70.7,0,0,0,77.9,1125.75,82.625,82.4,74.5098,0,-10.44272,2.705199,29.42814,70.448,-0.09,27.048,13.593,0,18.58887,40.5,1,13.5,0,0,0,0,0,0,0,13.66453,92.3,38,0,7.528903,12.15686,36.07843,0,1688183535.304,76.5985,58.0,5.75
232,241.302,34.24464,-118.5274,146.0073,39.97635,0.2212992,0.1342113,302.2725,0.0722757,1166.25,0.33075,11.76471,0.4803243,3.034257,34.5098,204,69.8,2.60432,2,1.270694,0.03355685,37.86691,3.924677,70.7,0,0,0,77.9,1125.75,82.625,82.4,74.5098,0,-10.44272,2.705199,29.42814,70.448,-0.09,27.048,13.593,0,18.58887,40.5,1,13.5,0,0,0,0,0,0,0,13.66453,92.3,38,0,7.528903,12.15686,36.07843,0,1688183536.302,76.59866666666666,58.0,5.75
233,242.299,34.24461,-118.5275,146.0073,39.97635,0.2212992,0.1342113,302.2725,0.0722757,1166.25,0.33075,11.76471,0.4803243,3.034257,34.5098,204,69.8,2.60432,2,1.270694,0.03355685,37.86691,3.924677,70.7,0,0,0,77.9,1125.75,82.625,82.4,74.5098,0,-10.44272,2.705199,29.42814,70.448,-0.09,27.048,13.593,0,18.58887,40.5,1,13.5,0,0,0,0,0,0,0,13.66453,92.3,38,0,7.528903,12.15686,36.07843,0,1688183537.299,76.59883333333333,58.0,5.75
234,243.3,34.24461,-118.5276,110.2249,39.97789,0.2142176,0.1777805,302.2792,0.06996287,1014.75,0.320166,14.11765,0.5015141,2.937161,40.39216,266,69.8,4.920912,1,1.308035,0.03389815,38.58721,4.045256,70.7,0,0,0,77.9,0.0,82.625,82.4,75.68627,0,-9.717528,-0.4942136,10.33962,70.448,-7.1,27.097,13.652,0,16.92993,40.0,1,13.5,0,0,0,0,0,0,0,15.20207,92.3,37,0,8.585591,0.0,0.0,0,1688183538.3,76.59899999999999,58.0,5.75
235,244.299,34.24461,-118.5277,110.2249,39.97789,0.2142176,0.1777805,302.2792,0.06996287,1014.75,0.320166,14.11765,0.5015141,2.937161,40.39216,266,69.8,4.920912,1,1.308035,0.03389815,38.58721,4.045256,70.7,0,0,0,77.9,0.0,82.625,82.4,75.68627,0,-9.717528,-0.4942136,10.33962,70.448,-7.1,27.097,13.652,0,16.92993,40.0,1,13.5,0,0,0,0,0,0,0,15.20207,92.3,37,0,8.585591,0.0,0.0,0,1688183539.299,76.59916666666666,58.0,5.75
236,245.296,34.24461,-118.5278,110.2249,39.97789,0.2142176,0.1777805,302.2792,0.06996287,1014.75,0.320166,14.11765,0.5015141,2.937161,40.39216,266,69.8,4.920912,1,1.308035,0.03389815,38.58721,4.045256,70.7,0,0,0,77.9,0.0,82.625,82.4,75.68627,0,-9.717528,-0.4942136,10.33962,70.448,-7.1,27.097,13.652,0,16.92993,40.0,1,13.5,0,0,0,0,0,0,0,15.20207,92.3,37,0,8.585591,0.0,0.0,0,1688183540.296,76.59933333333333,58.0,5.75
237,246.298,34.24461,-118.5279,110.2249,39.97789,0.2142176,0.1777805,302.2792,0.06996287,1014.75,0.320166,14.11765,0.5015141,2.937161,40.39216,266,69.8,4.920912,1,1.308035,0.03389815,38.58721,4.045256,70.7,0,0,0,77.9,0.0,82.625,82.4,75.68627,0,-9.717528,-0.4942136,10.33962,70.448,-7.1,27.097,13.652,0,16.92993,40.0,1,13.5,0,0,0,0,0,0,0,15.20207,92.3,37,0,8.585591,0.0,0.0,0,1688183541.298,76.59949999999999,58.0,5.75
238,247.299,34.24461,-118.528,110.2249,39.97789,0.2142176,0.1777805,302.2792,0.06996287,1014.75,0.320166,14.11765,0.5015141,2.937161,40.39216,266,69.8,4.920912,1,1.308035,0.03389815,38.58721,4.045256,70.7,0,0,0,77.9,0.0,82.625,82.4,75.68627,0,-9.717528,-0.4942136,10.33962,70.448,-7.1,27.097,13.652,0,16.92993,40.0,1,13.5,0,0,0,0,0,0,0,15.20207,92.3,37,0,8.585591,0.0,0.0,0,1688183542.299,76.59966666666666,58.0,5.75
239,248.299,34.24461,-118.5282,110.2249,39.97789,0.2142176,0.1777805,302.2792,0.06996287,1014.75,0.320166,14.11765,0.5015141,2.937161,40.39216,266,69.8,4.920912,1,1.308035,0.03389815,38.58721,4.045256,70.7,0,0,0,77.9,0.0,82.625,82.4,75.68627,0,-9.717528,-0.4942136,10.33962,70.448,-7.1,27.097,13.652,0,16.92993,40.0,1,13.5,0,0,0,0,0,0,0,15.20207,92.3,37,0,8.585591,0.0,0.0,0,1688183543.299,76.59983333333332,58.0,5.75
240,249.299,34.24461,-118.5283,8.171809,39.97163,1.520768,2.39798,302.3386,0.4966786,2110.75,2.272914,53.33333,3.115332,20.85142,93.33334,266,69.8,39.88516,1,1.332952,0.03693357,36.09052,4.144071,70.7,0,0,0,77.9,2432.75,82.625,78.8,75.68627,0,-1.160302,-2.256883,24.65601,70.448,-0.68,27.048,13.554,0,16.33911,40.5,1,13.5,0,0,0,0,0,0,0,51.88393,92.3,37,0,7.660989,54.90196,87.45098,0,1688183544.299,76.6,58.0,5.75
241,250.302,34.24459,-118.5284,8.171809,39.97163,1.520768,2.39798,302.3386,0.4966786,2110.75,2.272914,53.33333,3.115332,20.85142,93.33334,266,69.8,39.88516,1,1.332952,0.03693357,36.09052,4.144071,70.7,0,0,0,77.9,2432.75,82.625,78.8,75.68627,0,-1.160302,-2.256883,24.65601,70.448,-0.68,27.048,13.554,0,16.33911,40.5,1,13.5,0,0,0,0,0,0,0,51.88393,92.3,37,0,7.660989,54.90196,87.45098,0,1688183545.302,76.6,58.0,5.75
242,251.299,34.24459,-118.5285,8.171809,39.97163,1.520768,2.39798,302.3386,0.4966786,2110.75,2.272914,53.33333,3.115332,20.85142,93.33334,266,69.8,39.88516,1,1.332952,0.03693357,36.09052,4.144071,70.7,0,0,0,77.9,2432.75,82.625,78.8,75.68627,0,-1.160302,-2.256883,24.65601,70.448,-0.68,27.048,13.554,0,16.33911,40.5,1,13.5,0,0,0,0,0,0,0,51.88393,92.3,37,0,7.660989,54.90196,87.45098,0,1688183546.299,76.6,58.0,5.75
243,252.301,34.2446,-118.5286,8.171809,39.97163,1.520768,2.39798,302.3386,0.4966786,2110.75,2.272914,53.33333,3.115332,20.85142,93.33334,266,69.8,39.88516,1,1.332952,0.03693357,36.09052,4.144071,70.7,0,0,0,77.9,2432.75,82.625,78.8,75.68627,0,-1.160302,-2.256883,24.65601,70.448,-0.68,27.048,13.554,0,16.33911,40.5,1,13.5,0,0,0,0,0,0,0,51.88393,92.3,37,0,7.660989,54.90196,87.45098,0,1688183547.301,76.6,58.0,5.75
